id_ingrediente,ingrediente
8017,linguica portuguesa calabresa
8018,macarrao gravatinha parafuso
8019,farofa farinha mandioca
8020,presunto mucarela
8021,chocolate po decorar
8022,salsa batida
8023,manteiga batavo
8024,sorvete kibon
8025,queijo provolone defumado
8026,gr chocolate branco
8027,macas fuji gala
8028,sol
8029,presunto cm
8030,ovo suspiro
8031,melhorador massa
8032,leite bar
8033,pacotinho po
8034,caldo bacon galinha
8035,peras dura
8036,bolacha chocolate recheio
8037,chocolate fracionado banhar
8038,margarina untar tabuleiro
8039,meia queijo
8040,sazon alecrim
8041,nozes uvas passa
8042,garrafa refrigerante limao
8043,gelatina morango po
8044,lulas limpas anei
8045,carne moida boi
8046,duzias ovo
8047,baste morango
8048,sardinha conserva oleo
8049,laranja lima
8050,alecrim louro
8051,milho decorar
8052,palmitos rodela
8053,brigadeiro aurea
8054,acucar canela decorar
8055,vinho arroz
8056,biscoito combina leite mel
8057,colhres farinha trigo
8058,cebola parte
8059,postas dourado
8060,alho triturados fritos pouquinho oleo
8061,farnha trigo
8062,macarrao parafuso agua
8063,pimentao fininho
8064,agua nao
8065,maionese passar pao
8066,sardinhas conserva
8067,queijo minas president
8068,pimentao vermelho palito
8069,leite po enrolar
8070,vinho tinto mesa suave
8071,bananas garfo
8072,verdes manjericao
8073,suco puro limoe
8074,sobrecoxa osso
8075,picanha maximo
8076,maionese hellmanns limao
8077,couve lavada
8078,milharina flocao
8079,chantily decorar
8080,biscoito maizena grosseiramente
8081,leite coco qualidade
8082,grs coco
8083,caldo legumes peixe
8084,fervente
8085,molho tomate qualidade
8086,ovo batidos levemente
8087,iogurte natural acucar
8088,copinhos acucar
8089,ovo ovo crua
8090,raminho hortela
8091,suco laranja fervente
8092,agua caldo frango
8093,pimenta cayena
8094,leite magro
8095,azeitonas azeite
8096,gelatina morando
8097,pe alface fina
8098,sobrecoxas frango osso
8099,coentro grao
8100,leite oleo
8101,carne seca demolhada
8102,caldo carne sazon
8103,macarrao penne outro
8104,farinha trigo pouquinho leite
8105,contini
8106,finas limao
8107,bolas sorvete creme nestle
8108,dose menta
8109,creme cacau
8110,caldos knorr bacon
8111,sazon escolha
8112,manteiga cacau
8113,corante vegetal comestivel
8114,gr chocolate leite
8115,garrafa cerveja malzbier
8116,batidas neve
8117,vinho tinto mesa
8118,cafe pimenta branca
8119,leite morno ovo
8120,farinha trigo especial peneirada
8121,gelatinas po
8122,tomates azeite
8123,sobremesa farinha
8124,colheresde farinha trigo
8125,pimenta molho
8126,colheresde margarina
8127,batata ingleza
8128,filete azeite
8129,lombo canadense
8130,po suco morango
8131,col margarina
8132,assafrao
8133,cravo canela rama
8134,paio calabresa
8135,pacotinho gelatina abacaxi
8136,stevia
8137,coco umido adocicado
8138,vinagre oleo
8139,nozes levemente torrada
8140,coheres acucar
8141,caroco fatiada
8142,arroz triturado
8143,bananas nao fina
8144,maizena dissolvidas agua
8145,farofa cebola
8146,nozes trituradas liquidificador
8147,filezinho sassami
8148,caldo frango galinha
8149,rum whisky
8150,molho teriyaki
8151,pitadinha pimenta
8152,morangos garfo
8153,leite desnatado integral
8154,extra
8155,untar enfarinhar
8156,azeitonas preta caroco
8157,nao fino
8158,cheiro verde miudinho
8159,bifes pernil
8160,garrafa malzbier
8161,fermento biologico fermento biologico
8162,talo gengibre
8163,farelo trigo integral
8164,redonda cm diametro
8165,xic agua
8166,pera cortada
8167,lascas chocolate amargo
8168,louro verde
8169,presunto cortada
8170,oregano nao abuse colorau
8171,fermento pao instantaneo
8172,preciso
8173,oleo alho
8174,goiabada decorar
8175,bacon carne
8176,bis grosseiramente
8177,fermento instantaneo biologico
8178,trigo enfarinhar
8179,cacau po achocolatado po
8180,chuchu cru
8181,patinho fina
8182,lombo porco salgado
8183,alho carne
8184,files peito frango osso
8185,receita cobertura
8186,doritos queijo nacho
8187,extrato amendoa
8188,medidores coqueteleira vodka
8189,coher
8190,salsicha qualidade
8191,folhinhas manjerona
8192,batata tamanho
8193,pimentao verde cm
8194,goiabada cascao cortada
8195,emmental
8196,margarina dourar
8197,manga tomy
8198,tomates durinho
8199,ovo jumbo
8200,biscoito chocolate recheado baunilha
8201,amendoim moido torrado
8202,cafe pronto acucar
8203,graos milho espiga
8204,ovo batidas pincelar
8205,caldo galinha sazon
8206,bolacha distracao
8207,mistura leite morango
8208,cominho corante
8209,alhos poros fina
8210,banana terra frita
8211,collher fermento
8212,batatas vapor
8213,leite liquido morno
8214,ovo batido garfo
8215,leite condensado oleo
8216,mussarella fatiada
8217,creme leite maionese
8218,leite moca leite
8219,linhaca triturada liquidificador
8220,frango pronto
8221,caldo cozinhou frango
8222,chia grao
8223,doses vodca
8224,caldo cozimento peito frango
8225,coco canela
8226,laranjas lima
8227,file pescado
8228,suco laranja espremida
8229,linguica porco pura
8230,oleo cozinhar
8231,queijo parmesao ralo fino
8232,biscoitos recheado
8234,porcao salsa
8235,mandioca talo
8236,jilos verde
8237,paes pullman
8238,chocolate nestle
8239,presunto processado
8240,agua farinha rosca empanar
8241,graos pimenta
8242,queijo outro
8243,caldo galinha bacon
8244,paes bisnaguinha
8245,amargo branco
8246,kiwi fatiado
8247,salsa enfeitar
8248,pimenta molho pimenta
8249,azeita
8250,chantilly vigor
8251,fatia pimentao vermelho
8252,milho canjica branca
8253,peixe pintado
8254,embalagem champignon
8255,goiabada mole
8256,feijao andu
8257,tomates cotado
8258,maione
8259,agua fervura
8260,iogurte grego natural
8261,polpa molho tomate
8262,caldo carne diluido agua
8263,metal
8264,queijo parmesao empanar
8265,vinagre maca vinho branco
8266,deixe esfriar
8267,peca mussarela
8268,maminha alcatra
8269,molho tomate pronto manjericao
8270,pamarola
8271,pasta tomate
8272,file dourado
8273,molho tomate azeitona
8274,lagarto plano
8275,salsinha cebolina
8276,bacon cm
8277,fuba branco
8278,levemente torrada
8279,cafe royal
8280,cacho uva thompson
8281,tapioca hidratada
8282,embalagem ajinomoto
8283,caldo knorr peixe
8284,molho ostra
8285,bicarbonato sodio peneirado
8286,sururu limpo
8287,chantilly decoracao
8288,gelatina verde
8289,pacotinhos gelatina po
8290,cebola cortada lasca
8291,sadinha
8292,castanha caju grosseiramente
8293,linguica esmigalhada
8294,espetinhos madeira
8295,avelas torrada
8296,margarina manteiga fritar
8297,arroz agulinha
8298,grill carne
8299,berinjelas nao
8300,tres acucar
8301,suco limoes coado
8302,pacotinho sazon salada
8303,repolho fatiado fino
8304,mostarda forte
8305,cerca alho
8306,sardinhas espinha
8307,pitata
8308,passa branca
8309,sobremesa alho triturado
8310,caldo frango esfarelado
8311,mapara
8312,salsa cortada
8313,macarrao integral espaguete
8314,gelo escamado
8315,queijo edam
8316,rapadura raspada
8317,cachos uva rubi
8318,gr peito frango
8319,galak
8320,esmagado
8321,pimenta conserva
8322,sugestoe
8323,azeite girassol
8324,acucar colorido
8325,cabeca alho roxo
8326,pimento vermelho
8327,linguicinhas defumada
8328,ovo codorna decorar
8329,meloe
8330,frutas cristalizadas uva passa
8331,margarina untar pirex
8332,cebola alho temperar
8333,pacotinho cravo
8334,canela lasca
8335,cidra cristalizada
8336,polvilho azedo amafil
8337,whey
8338,agua palmito
8339,farfale
8340,farinheira
8341,lichia
8342,pao frances adormecido
8343,coetro
8344,morango chantilly decorar
8345,oleo untar tabuleiro
8346,baunilha fava
8347,queijo minas parmesao
8348,molho tomate preferir
8349,molho coentro cebolinha
8350,colherde
8351,ovo ovo temperatura ambiente
8352,manteiga gordura vegetal
8353,pacotinhos gelatina morango
8354,penne integral
8355,milharina kimilho
8356,chester defumado
8357,tabletinhos caldo galinha
8358,principalmente
8359,tapioca caroco
8360,cafe milho pipoca
8361,pacotinho biscoito maizena
8362,biscoito cream cracker triturado
8363,legumes verdura
8364,peito frango peru
8365,agua leite desnatado
8366,sobremesa achocolatado po
8367,gomos linguica porco
8368,garam massala
8369,calda morango sorvete
8370,mostarda francesa
8371,palitos barbante
8372,margarina derretida oleo
8373,tomare
8374,medidas creme leite
8375,acucar calda caramelizada
8376,azeite comum
8377,champignons laminado
8378,farinha churrasco
8379,avelas tostada
8380,raspas limao verde
8381,passas uvas preta
8382,embalagem pudim chocolate
8383,bife figado
8384,gelatina framboesa morango
8385,farinha rosca enrolar
8386,macas grosseiramente
8387,bife contrafile
8388,margarina oleo fritar
8389,suco grapefruit
8390,milho espiga
8391,queijo cheddar processado
8392,toucinho torresmo
8393,gelatina escolher
8394,cenoura beterraba
8395,punhado alecrim
8396,congrio
8397,agua azeitona
8398,vinagre azeite temperar
8399,salsicha ferventada
8400,camarao dessalgado
8401,chocolate amarga
8402,raspas suco limoe
8403,fava baunilha essencia
8404,amido milho agua
8405,porcao rucula
8406,knnor galinha
8407,chantilly raspas chocolate decorar
8408,lentilha crua
8409,doce leite firme
8410,creme leite chantili
8411,macarrao penne integral
8412,temperar frango
8413,consistencia
8414,azeitonas chilena
8415,frango coxa sobrecoxa
8416,farofa suave
8417,pesunto
8418,doriana extra cremosa
8419,farinha lactea mococa
8420,saque cozinha
8421,gelatinha incolor
8422,ramas canela pau
8423,caldo carne seca
8424,coheres azeite
8425,ingredientes receita
8426,macas ralador
8427,mostarda pasta
8428,frutas enfeitar
8429,agua requeijao
8430,grs margarina
8431,costela picanha
8432,batata ralo
8433,copinhos iogurte morango
8434,achocolatado ovomaltine
8435,glicerina
8436,chocolate po nao use achocolatado
8437,cafe soluvel diluido agua
8438,requeijao comum
8439,hidratada agua
8440,saque culinario
8441,dose gim
8442,louro moido
8443,uvas passas noze
8444,sobremesa essencia panetone
8445,tomates fininho
8446,clado carne
8447,baste cebola
8448,ovo batidas suspiro
8449,embalagem mistura
8450,azeitonas recheadas fatiada
8451,manjericao salsa
8452,azeitonas pretas caroco fatiada
8453,sazon preferir
8454,sardinha frango
8455,macas caroco
8456,acucar confeiteiro canela polvilhar
8457,embalagem manteiga
8458,basta
8459,rodelinha
8460,paio defumado
8461,cebola baste
8462,ervas finas alecrim
8463,massa fermento
8464,granulado coco decorar
8465,salsa agosto
8466,marisco limpo
8467,roxo
8468,baste coentro
8469,cebola preferir
8470,garrafa refrigerante guarana
8471,molho soyo
8472,sobremesa farinha trigo peneirada
8473,brocolis couve flor
8474,mel glucose milho
8475,mistura leite morango nesquik
8476,macarrao ninho fino
8477,pct batata palha
8478,macas pedacinho
8479,bananas lavada
8480,batata palha yoki
8481,abacaxi caroco
8482,camarao lavado
8483,vinagre branco arroz
8484,aguardente qualidade
8485,carne lagarto
8486,aroma panetone
8487,sobremesa mostarda dijon
8488,polpa caja
8489,trigo leite
8490,alho massado
8491,assadas separadamente
8492,fermento massa
8493,essencia cereja
8494,rum ouro
8495,maionese mostarda
8496,doce abobora
8497,salsinha finamente
8498,frutas cristalizadas decorar
8499,cabeca alho moido
8500,fundo coco
8501,amendoim torrado moido grosseiramente
8502,azeite dourar cebola
8503,sobremesa cebolinha
8504,chantimix
8505,metade oleo
8506,colherinha bicarbonato
8507,baste molho tomate
8508,salsicha calabresa
8509,ovo batidos pao lo
8510,licor amaretto
8511,farinha especial beladri
8512,chocolate granulado raspas chocolate
8513,pacotinhos fermento
8514,camarao etc
8515,tomate miudinho
8516,carne gado moida
8517,caldo marisco
8518,chicaras acucar
8519,blueberrie
8520,carne porco osso
8521,nescau polvilhar
8522,bolacha leite coco
8523,caldo carne knnor
8524,farinha trigo branco
8525,mortadela fatiada cortada
8526,caldo galinha gordura
8527,carima
8528,batata portuguesa
8529,creme leite uht light
8530,bananas terra cortada
8531,suco tangerina concentrado
8532,farinha rosca gratinar
8533,refresco morango
8534,mangas tomy
8535,alcatra bovina
8536,masso cebolinha
8537,quilo acucar
8538,mesma chocolate po
8539,conchinha
8540,condimentos oregano
8541,duplos leite morno
8542,farainha trigo
8543,arroz vontade
8544,iorgute desnatado
8545,tomate etc
8546,courgette
8547,espaguete agua
8548,margarina fuba untar
8549,pacotinho cebola
8550,coleres acucar
8551,chocolate raspa
8552,cacho uva roxa
8553,pao metro integral gergelim
8554,pedacinhos gengibre
8555,pouco
8556,fermento royal po
8557,leite comdensado
8558,baiano pimenta
8559,coheres oleo
8560,cebolas cebola
8561,garrafa cerveja branca
8562,pimenta rosa grao
8563,biscoitos cookies chocolate
8564,melhorador farinha
8565,caseiro alho
8566,queijo cheddar requeijao
8567,farelo farinha aveia
8568,farinha rosca trigo empanar
8569,agua gelo
8570,hamburgueres crus descongelado
8571,picanha maturada
8572,manteiga passar pao
8573,chuchus quadradinho
8574,abacaxi calda abacaxi
8575,mostarda maionese
8576,vermute seco
8577,pasta amendoim acucar
8578,bacalhau seco
8579,cebola decorar
8580,colchao mole
8581,batatas partida
8582,quilo batata
8583,azedinha
8584,copinhos descartaveis cafe
8585,limao amarelo
8586,cebola ralo fino
8587,patinho etc
8588,files frango limpo
8589,sopas margarina
8590,coco queijo parmesao
8591,canela coco
8592,bacon cru
8593,oleo temperatura ambiente
8594,farinha castanha caju
8595,extrato tomate pizza
8596,cevadinha
8597,leite condensado morango
8598,alface vontade
8599,farinha trigo refinada
8600,embalagem maionese
8601,tomates caqui
8602,amendoim torrado quebrado
8603,biscoito maizena tostine
8604,leite soja agua
8605,mussarela mina
8606,creme leite light nestle
8607,oregano po
8608,arroz grao
8609,bacon linguica
8610,gotas oleo
8611,creme leite chantily
8612,palitos madeira churrasco
8613,pires noze
8614,salsa queijo
8615,brotos feijao
8616,salsinha agosto
8617,cravos moido
8618,lavar
8619,shitake fatiado
8620,arroz integral cru
8621,polvilho salgado
8622,meia manteiga margarina
8623,suco maguary maracuja
8624,gelatinas vermelha
8625,oleo vinagre
8626,bifes picanha
8627,doce leite ameixa
8628,uvas passa branca
8629,talharim massa
8630,pao esfarelada
8631,file fina
8632,paprica polvilhar
8633,coco acucarado
8634,presunto oregano
8635,gomos linguica mista
8636,leite amolecer
8637,azeitona oregano
8638,mozzarela
8639,milho lavado
8640,achocolatado po toddy
8641,chocolate galak
8642,cravos india decorar
8643,batatas fria
8644,docinho
8645,mousse chocolate
8646,lombinho canadense
8647,pickle
8648,peito frango alho
8649,maionese azeitona
8650,confeti
8651,dissolvidos agua
8652,figo verde
8653,d leite
8654,biscoito wafer chocolate
8655,margarina culinaria derretida
8656,pao italiano fatiado
8657,prontos carne
8658,graos uva
8659,pitadinha canela
8660,bacalhau porto dessalgado
8661,leite po integral qualidade
8662,mini abobora
8663,caneca arroz
8664,peca maminha limpa
8665,corante cor
8666,frango presunto
8667,cafe pronto forte
8668,embalagem requeijao
8669,bacon cortadinho
8670,acucar mascavo organico
8671,alecrim etc
8672,farinha rosca necessario
8673,nutella rechear
8674,parmesao president
8675,ovo batidos ovo neve
8676,farinha pirao
8677,macarrao parafuso grano duro
8678,acucar mascavado
8679,mussarela peca
8680,milho milharina
8681,carne picanha
8682,doses suco laranja
8683,maggi arroz
8684,florete
8685,caldos carne picanha
8686,abobrinhas menina
8687,manjericao verde
8688,carne seca sol
8689,batata fritar
8690,cafe salsinha
8691,oleo margarina derretida
8692,caldo po galinha
8693,margarina culinaria untar
8694,danetes chocolate
8695,embalagem gelatina po
8696,cebola grade
8697,arroz al
8698,ovo baste
8699,lete
8700,agriao talo
8701,agua cozimento massa
8702,leite coco coco
8703,macas quadradinho
8704,caldo knor carne
8705,leite leite vaca
8706,sazon limao
8707,massa folhada comprada
8708,porcao palmito
8709,banana decorar
8710,misturado
8711,farinha lactea nestle
8712,classic chocolate amargo
8713,baste alho
8714,moela galinha
8715,carne peito frango
8716,porcoe
8717,cenouras quadrado
8718,sobremesa marinho
8719,leitecondensado
8720,meia morango
8721,batatas pre
8722,pitadas moida
8723,pires salsinha cebolinha
8724,caldo galinha knnor
8725,paes umedecidos leite
8726,azeitona recheada
8727,gelatina royal morango
8728,alcatra patinho
8729,biscoito bono
8730,queijo coalho cm
8731,suco coado laranja
8732,parmesao ralo
8733,oregano pimenta po
8734,azeitonas verdes caroco fatiada
8735,hamburgueres bovino
8736,minimo
8737,umbu
8738,reserve calda
8739,goiaba decorar
8740,fermento bicarbonato sodio
8741,ovo batidos acucar
8742,ninhos macarrao cabelinho anjo
8743,hamburgueres carne
8744,molho tomate encorpado
8745,colhes manteiga
8746,cortada quadrado
8747,meia noze
8748,crme leite
8749,mostarda comum
8750,gotas essencia abacaxi
8751,coco nao adocado
8752,saque seco
8753,po gelatina morango
8754,moderado
8755,bananas firme
8756,acucar confeiteiro pra polvilhar
8757,pimenta moida branca
8758,confetes decorar
8759,cartelas morango
8760,gergilim
8761,bolacha champanhe maizena
8762,punhado uva passa
8763,macarrao espaguete ndeg
8764,creme leite mesa
8765,tomate vontade
8766,caneca farinha trigo
8767,pate atum
8768,tablet caldo galinha
8769,miuda
8770,mussarela cobertura
8771,calices vinho porto
8772,sticks segredo maggi
8773,oleo cozinhar massa
8774,costela porco salgada
8775,legumes conserva
8776,cravo torrado moido
8777,cerca margarina
8778,sacos coco
8779,massa yakissoba
8780,tampinhas essencia baunilha
8781,polvilho enrolar
8782,cerveja preta amarga
8783,creme queijo maggi
8784,carne gordura
8785,noz noscada
8786,farinha rosca caseira
8787,embalagem pao torta wickbold
8788,molho ingles shoyo
8789,creme leite creme soja
8790,leite vontade
8791,linguicinhas calabresa
8792,acucar cristal colorido
8793,embalagem salsicha
8794,farelo aveia fino
8795,peito frango isca
8796,azeitona roxa
8797,leite condecado
8798,pau
8799,cabeca alho espremida
8800,caldo knorr costela carne
8801,gomos linguica pernil
8803,azeite puro oliva
8804,requeijao mussarela
8805,ovo dourar
8806,mirin
8807,maggi etc
8808,cebolinha cheiro verde vontade
8809,quilo carne
8810,leite coco seco
8811,rolos massa pastel
8812,pimenta reino salsinha
8813,couve manteiga cortada fina
8814,azeite azeite
8815,acucar canela finalizar
8816,pe alface lavada
8817,morango fatiado
8818,wafer chocolate
8819,bolacha maizena triturado
8820,caldo maggi legume
8821,torradas moida
8822,leite coco leite comum
8823,orelhas porco salgada
8824,coco povilhar
8825,coco preferir
8826,abobrinha verde cortada
8827,funghi porcini
8828,file mignon porco
8829,polpa fruta maracuja
8830,frinha trigo
8831,nhoque pronto
8832,caldo natural
8833,champinhom
8834,concha acucar
8835,bacon quadrado
8836,alcatra carne
8837,pimentao verde miudo
8838,sobrecoxa peito
8839,suco concentrado tangerina
8840,peito frango sobrecoxa
8841,amendoas tostada
8842,legumes arroz
8843,geleia jabuticaba
8844,morangos cabinho
8845,cafe leite morno
8846,corante alimenticio amarelo
8847,pimenta malagueta seca
8848,farinha trigo c fermento
8849,milho agua conserva
8850,leite use leite condensado medir
8851,canecas arroz
8852,pomarola tarantela
8853,queijo parmesao queijo meia cura
8854,galho salsinha
8855,preparo chocolate
8856,soltar
8857,cabelo anjo
8858,fritura
8859,massa escolha
8860,macarao espaguete
8861,latinhas leite condensado
8862,macarrao espaguete outro
8863,mistura pao queijo
8864,ciboulette
8865,cafe licor cacau
8866,diet
8867,cebolinha finalizar
8868,molho soja light
8869,doce leite mole
8870,tomate pelado tomate
8871,graos soja
8872,d creme leite
8873,macarrao talharim ninho
8874,bolacha maria triturada
8875,creme lite
8876,cebolinha alho
8877,caldos knorr picanha
8878,meia bicarbonato sodio
8879,latinha pomarola
8880,leite condensado vodka
8881,amendoas fatiada
8882,ovo batido leite
8883,figos seco
8884,peca costela
8885,arroz alho
8886,gelatina maria mole
8887,batatas espremidas quente
8888,punhado manjericao lavado
8889,tomates molho tomate
8890,bacon linguica calabresa
8891,pudim diet coco
8892,mini batata
8893,danete chocolate leite
8894,cenoura etc
8895,po chocolate
8896,cebola corta
8897,chaleira agua fervente
8898,leite coalhada
8899,guarana ga
8900,fatia peito peru defumado
8901,creme leite soro light
8902,agua dissolver amido
8903,musculo bovino moido
8904,salame moido
8905,medidas agua fervente
8906,alho arroz
8907,linhaca po
8908,cozinhar
8909,farinha mandioca pirao
8910,batatas larga
8911,canola milho
8912,biscoite champagne
8913,mussarela ralar
8914,abobora verde
8915,colarau
8916,macarrao parafuso cru
8917,doses saque
8918,pimentao decorar
8919,peito frango agua caldo galinha
8920,cebola cabeca batidinha
8921,suco puro maracuja
8922,mandioquinhas espremida
8923,castanhas brasil
8924,picles conserva
8925,biscoito wafer cobertura chocolate branco
8926,mumu
8927,nao use
8928,oleo extra virgem oliva
8929,cafe soluvel extra forte
8930,bolacha recheada negresco
8931,milho soja
8932,pacoquinhas amendoim
8933,pedacinhos canela pau
8934,po gelatina abacaxi
8935,garrafa suco concentrado abacaxi
8936,enfim
8937,doce leite brigadeiro
8938,ervilha seca partida
8939,pelado
8940,bolas sorvete limao
8941,amarrado cheiro verde
8942,macas fatiadas fina
8943,salada alface
8944,banana lavada
8945,aji moto
8946,linguica calabresa seca
8947,cado galinha
8948,batata ruffle
8949,pao hamburger
8950,biscoito coco
8951,goiabada passada farinha trigo
8952,salada sazon
8953,meia milho verde
8954,punhado noze
8955,manteiga derretida pincelar
8956,gomo linguica portuguesa
8957,camaroes vg
8958,calabresas fina
8959,aipim limpo
8960,acucar canela untar
8961,brocolis levemente
8962,peixe badejo
8963,xic oleo
8964,pe acelga
8965,massa pao queijo
8966,farinha linhaca empanar
8967,bolas sorvete napolitano
8968,coco branco
8969,mel engenho
8970,baste parmesao
8971,oleo girasol
8972,iogurte farinha trigo
8973,salsa erva
8974,morangos limpos lavado
8975,bis triturado
8976,pct coco
8977,fundo arroz
8978,leites coco
8979,pe porco salgado
8980,moscada po
8981,semola
8982,tomates processado
8983,petit
8984,martini branco
8985,ramas cenoura
8986,iogurte farinha
8987,acelga fatiada
8988,creme leite tirolez
8989,camaroes miudo
8990,vinagreira
8991,meia po royal
8992,morangos morango
8993,colhers acucar
8994,molha tomate
8995,chocolate cobertura amargo
8996,polpa extrato tomate
8997,tomate vermelhinho
8998,pimenta cominho moido
8999,ades frape coco
9000,talos salsao limpo
9001,pronto amarelo
9002,ovo neve ovo
9003,corante po
9004,colo
9005,ameixas pretas secas caroco
9006,mandioca moida
9007,creme ervilha
9008,pacotinhos fermento biologico
9009,sobremesa alho moido
9010,caldo pimenta
9011,chantily amelia
9012,brigadeiro mococa
9013,licor marula
9014,pernil porco moido
9015,creme cebola dissolvido leite
9016,confetes colorido
9017,cebola fatiada fininha
9018,essencia pequi
9019,oleo massa
9020,vinho branco agua
9021,americanos leite po
9022,escarola cortada
9023,paprica picante po
9024,bananas dagua fatiada
9025,cenoura cortada palitos fino
9026,essencia baunilha branca
9027,acelga fininha
9028,pacotinho molho pronto
9029,creme cassi
9030,pitadas manjericao
9031,vinho tinto branco
9032,nescafe matinal
9033,macarrao tagliarini
9034,raspas limao taiti
9035,mistura pronto
9036,contrafile bife
9037,gomos calabresa defumada
9038,alecrim salvia
9039,creme leite moca
9040,castanhas amendoim
9041,pitadinha oregano
9042,reserve morangos decorar
9043,bananas banana
9044,metade leite condensado
9045,porcao cebolinha verde
9046,pao sovado
9047,maionese hellmanns tomate manjericao
9048,canela po povilhar
9049,parmesao fino
9050,espinho
9051,meia cenoura
9052,leite ligar massa
9053,brigadeiro mole
9054,miudos peru
9055,fondue queijo tirolez
9056,caldo po peixe
9057,massa pronto chocolate
9058,ades shake morango
9059,suco laranja adocado
9060,alho esmagadinho
9061,toque chef kitano po
9062,semola milho
9063,cabecas alho triturado
9064,bagaco milho
9065,massa lazanha pre
9066,carne bode
9067,pessegos conserva
9068,chuchus al
9069,amendoim torrado granulado
9070,uva passas escura
9071,macas lavada
9072,cafe chocolate po
9073,aveia farelo aveia
9074,linguica sadia
9075,requeijao uso culinario
9076,fava branca
9077,paes hamburger
9078,oleo mesma iogurte
9079,pimentao palito
9080,pacotinho suspiro
9081,granulado enrolar
9082,extrato tomate tomate
9083,maionse
9084,peito frango caldo frango
9085,gotas azeite
9086,ravioli queijo
9087,palitos kani kama
9088,mesma coco
9089,pomarola pizza
9090,ameixa decorar
9091,ovo graudo
9092,avela torrada
9093,filtro papel
9094,fundos alcachofra
9095,lombo porco cm
9096,azeitonas verdes vontade
9097,cenoura vermelha
9098,files sardinha
9099,celofane
9100,tomates pera
9101,galinha carne
9102,achocolatado po qualidade
9103,maca fina
9104,peitos frango moido
9105,bolacha distracao chocolate
9106,cafe essencia rum
9107,escorrer
9108,inhame cru
9109,fermento pao fermento seco
9110,seleta legumes cenoura
9111,fatia mussarela light
9112,acucar confeiteiro canela
9113,azeitonas caroco cortada
9114,oleo coco untar frigideira
9115,cortada quadradinho
9116,chocolate granulado salpicar
9117,brigadeiro cobertura
9118,tulipas frango
9119,chocolate branca
9120,coco costa
9121,uvas verdes decorar
9122,caldo cebola
9123,pe salsao
9124,sendo ovo
9125,macarrao oriental
9126,acelga repolho
9127,repolho grosseiramente
9128,ervas vontade
9129,macarrao canudo
9130,batatas cotada
9131,corante vegetal alimenticio verde
9132,suco po morango acucar
9133,leite coco leite integral
9134,louro azeite
9135,biscoito doce maizena
9136,molho queijos pronto
9137,abacaxis miolo
9138,acucar cristal canela po polvilhar
9139,corante alimenticio gel
9140,ovo batido farinha rosca empanar
9141,acucar fermento
9142,milho branco canjica
9143,steak frango
9144,banha sadia
9145,confete decorar
9146,frango descongelado
9147,farinha rosca queijo
9148,panetone gotas chocolate
9149,esencia baunilha
9150,metade repolho
9151,banha gordura vegetal
9152,leite integral semidesnatado
9153,alhos moido
9154,peixe corvina
9155,queijo parmesao fino polvilhar
9156,frutas abacaxi
9157,embalagem creme ricota polenghi
9158,talinhos brocoli
9159,molho branco creme leite
9160,cafe corante
9161,chocolate harald
9162,alhos amassadinho
9163,presunto peito frango
9164,cenouras ralo fino
9165,fervida
9166,kefir leite
9167,tablet caldo carne
9168,sardinha limao
9169,taca vinho porto
9170,oregano cebolinha verde
9171,calice limao
9172,sobremesa pimenta vermelha
9173,brigadeiro granulado
9174,pimentao nao
9175,knorr bacon
9176,sobremesa hortela
9177,milho branco
9178,molho tomate light
9179,pratos acucar
9180,leite desnatado temperatura ambiente
9181,quilo frango
9182,cenoura crua ralo fino
9183,queijo mineiro meia cura
9184,pitadas cominho po
9185,cravos canela
9186,sobremesa cafe
9187,tomates quadrado
9188,risoto
9189,catchup light
9190,bolachas chocolate recheio
9191,polpa cupuacu bacuri
9192,batatinhas inglesa
9193,salsichas recheio
9194,quiabo macio
9195,polpa melancia
9196,linguica paio calabresa
9197,molho tomate regar
9198,queijo parmesao farinha rosca
9199,espeto duplo churrasco
9200,maionese comum
9201,suco limao agua
9202,maizena baste
9203,realcar
9204,ingredientes massa
9205,duzia bananas dagua
9206,ovo separe ovo
9207,costela defumada
9208,gosta
9209,essencia balnilha
9210,pessego abacaxi
9211,pe moleque triturado
9212,copinhos requeijao cremoso
9213,morangos bonito
9214,chocolate amargo garoto nao use chocolate hidrogenado
9215,suco limao espremido coado
9216,comprado
9217,espinafre alho
9218,azeitona preta decorar
9219,acucar doce
9220,diminua
9221,tortilla
9222,confeitos coloridos chocolate
9223,fettuccini
9224,collher
9225,acucar tirar acidez
9226,azeitonas conserva caroco
9227,title
9228,fermento biologico fermento granulado
9229,farinha detrigo
9230,queijo provolone mussarela
9231,macarrao espaguette
9232,cafe soluvel instantaneo
9233,colherde manteiga
9234,caldos carne frango
9235,cerca bacon
9236,coalhada desnatada
9237,cebola bicada
9238,brigadeiro chocolate
9239,salsa salsinha
9240,mainese
9241,castanhas amendoa
9242,cerveja malzbier
9243,melado mel
9244,vinho branco cachaca
9245,berinjelas comprimento
9246,bircabonato sodio
9247,molho tomate comprado pronto
9248,garrafa chantilly
9249,oleo agua
9250,salsinha azeite
9251,paes frances adormecido
9252,louro etc
9253,pimenta chili
9254,essencia baumilha
9255,champigno
9256,gotas essencia panetone
9257,meia leite po
9258,cebola cortada miudo
9259,creme chantilly mococa
9260,pimentas bodinha
9261,biscoitos champagne triturado
9262,agulha linha
9263,pepino japones fino
9264,sobremesa gengibre po
